D (m),L (m),P (kPa),G (kg m-2s-1),Tin (C),Xe (-),CHF (kW m-2)
0.01,2,17650,3534,345.57,0.256,1396
0.01,2,17650,4379,345.57,0.251,1696
0.01001,3,17650,361,256.27,0.62,330
0.01001,3,17650,378,252.06,0.614,350
0.01001,3,17650,488,255.22,0.506,410
0.01001,3,17650,512,249.94,0.492,437
0.01001,3,17650,738,253.54,0.36,555
0.01001,3,17650,872,251.64,0.291,625
0.01001,3,17650,1014,254.59,0.219,667
0.01001,3,17650,1211,256.27,0.209,781
0.01001,3,17650,1381,261.28,0.195,853
0.01001,3,17650,1684,262.32,0.198,1035
0.01001,3,17650,1776,262.94,0.203,1094
0.01001,3,17650,1875,258.78,0.184,1160
0.01001,3,17650,2390,254.17,0.138,1453
0.01001,3,17650,3700,256.27,0.112,2153
0.01001,3,17650,4222,257.32,0.093,2388
0.01001,3,17650,4741,254.59,0.069,2657
0.01001,3,17650,5528,256.27,0.03,2921
0.01001,3,17650,6199,256.27,0.006,3187
0.01001,3,17650,6831,256.27,-0.005,3463
0.01001,3,17650,544,336.07,0.581,288
0.01001,3,17650,597,337.07,0.586,314
0.01001,3,17650,682,338.06,0.55,340
0.01001,3,17650,682,338.06,0.55,340
0.01001,3,17650,819,338.06,0.467,365
0.01001,3,17650,968,336.07,0.397,402
0.01001,3,17650,975,341.87,0.414,380
0.01001,3,17650,1328,335.2,0.36,525
0.01001,3,17650,1635,339.03,0.341,582
0.01001,3,17650,1991,339.99,0.326,681
0.01001,3,17650,2041,339.99,0.287,650
0.01001,3,17650,2143,339.44,0.329,744
0.01001,3,17650,2245,338.47,0.334,798
0.01001,3,17650,2549,339.03,0.319,875
0.01001,3,17650,2803,337.07,0.31,985
0.01001,3,17650,2955,337.07,0.315,1044
0.01001,3,17650,3181,338.06,0.316,1115
0.01001,3,17650,3435,338.06,0.308,1183
0.01001,3,17650,4159,337.07,0.294,1420
0.01001,3,17650,4956,337.63,0.282,1632
0.01001,3,17650,5832,337.63,0.274,1902
0.01,4.966,17650,397,255.64,0.707,231
0.01,4.966,17650,432,256.69,0.718,251
0.01,4.966,17650,471,256.69,0.682,267
0.01,4.966,17650,694,254.59,0.515,351
0.01,4.966,17650,779,255.64,0.458,373
0.01,4.966,17650,839,252.48,0.414,394
0.01,4.966,17650,1203,257.74,0.318,508
0.01,4.966,17650,1603,253.54,0.314,682
0.01,4.966,17650,2101,253.11,0.294,876
0.01,4.966,17650,2416,257.74,0.295,988
0.01,4.966,17650,3396,253.54,0.262,1366
0.01,4.966,17650,4149,256.69,0.264,1631
0.01,4.966,17650,5193,257.32,0.25,2003
0.01,4.966,17650,5921,256.69,0.204,2222
0.01,4.966,17650,492,338.06,0.682,172
0.01,4.966,17650,584,338.06,0.62,190
0.01,4.966,17650,658,337.63,0.585,205
0.01,4.966,17650,701,336.07,0.59,225
0.01,4.966,17650,867,337.63,0.5,241
0.01,4.966,17650,1083,339.03,0.416,262
0.01,4.966,17650,1143,337.07,0.422,287
0.01,4.966,17650,1192,335.2,0.416,304
0.01,4.966,17650,1433,336.64,0.394,348
0.01,4.966,17650,1787,337.07,0.409,441
0.01,4.966,17650,2628,337.63,0.382,615
0.01,4.966,17650,2872,337.63,0.385,674
0.01,4.966,17650,3116,337.07,0.382,730
0.01,4.966,17650,5345,338.47,0.393,1214
0.01,2,19610,450,98.33,-0.062,753
0.01,2,19610,513,100.97,-0.134,822
0.01,2,19610,619,108.63,-0.255,912
0.01,2,19610,379,181.64,0.197,543
0.01,2,19610,531,194.04,0.077,673
0.01,2,19610,552,189.46,0.09,719
0.01,2,19610,581,172.38,-0.03,760
0.01,2,19610,648,175.63,-0.047,829
0.01,2,19610,672,178.64,-0.07,836
0.01,2,19610,867,174.01,-0.16,1045
0.01,2,19610,1040,174.01,-0.266,1168
0.01001,3,19610,375,262.71,0.454,291
0.01001,3,19610,417,258.1,0.396,320
0.01001,3,19610,421,266.23,0.399,310
0.01001,3,19610,470,264.78,0.363,341
0.01001,3,19610,498,262.08,0.339,360
0.01001,3,19610,572,262.71,0.302,402
0.01001,3,19610,1148,263.12,0.125,709
0.01001,3,19610,1250,263.75,0.183,804
0.01001,3,19610,1359,263.75,0.174,867
0.01001,3,19610,1469,261.66,0.145,931
0.01001,3,19610,1592,265.82,0.153,989
0.01001,3,19610,1663,261.04,0.141,1051
0.01001,3,19610,1801,261.66,0.132,1128
0.01001,3,19610,1967,263.75,0.1,1183
0.01001,3,19610,2450,266.85,0.072,1417
0.01001,3,19610,2934,267.88,0.04,1634
0.01001,3,19610,4091,266.85,-0.03,2156
0.01001,3,19610,4723,264.58,-0.084,2405
0.01001,3,19610,6086,265.2,-0.142,2916
0.01001,3,19610,689,345.78,0.461,281
0.01001,3,19610,883,346.7,0.465,357
0.01001,3,19610,1028,350.08,0.446,382
0.01001,3,19610,1088,348.23,0.411,402
0.01001,3,19610,1141,348.23,0.409,421
0.01001,3,19610,1342,346.7,0.392,493
0.01001,3,19610,1465,345.78,0.384,540
0.01001,3,19610,1518,346.7,0.423,579
0.01001,3,19610,1737,347.73,0.4,632
0.01001,3,19610,1854,345.78,0.387,686
0.01001,3,19610,2051,346.31,0.369,737
0.01001,3,19610,2535,348.23,0.352,864
0.01001,3,19610,3234,349.11,0.333,1046
0.01001,3,19610,3424,349.11,0.342,1123
0.01001,3,19610,3449,346.31,0.334,1180
0.01001,3,19610,4286,346.7,0.301,1385
0.01001,4.966,19610,555,264.16,0.473,258
0.01001,4.966,19610,579,264.16,0.54,280
0.01001,4.966,19610,731,265.82,0.426,326
0.01001,4.966,19610,809,262.71,0.432,367
0.01001,4.966,19610,848,261.66,0.428,388
0.01001,4.966,19610,971,260.62,0.405,439
0.01001,4.966,19610,1155,266.23,0.379,497
0.01001,4.966,19610,1395,262.71,0.359,604
0.01001,4.966,19610,1554,262.71,0.352,669
0.01001,4.966,19610,2097,265.2,0.341,880
0.01001,4.966,19610,2704,263.12,0.277,1094
0.01001,4.966,19610,3202,267.26,0.244,1232
0.01001,4.966,19610,3520,266.23,0.251,1367
0.01001,4.966,19610,3936,267.88,0.223,1481
0.01001,4.966,19610,4303,263.12,0.175,1607
0.01001,4.966,19610,5157,268.91,0.161,1818
0.01001,4.966,19610,5803,264.78,0.097,1995
0.01001,4.966,19610,643,345.78,0.57,176
0.01001,4.966,19610,774,346.7,0.524,200
0.01001,4.966,19610,999,347.73,0.477,241
0.01001,4.966,19610,1024,345.78,0.469,252
0.01001,4.966,19610,1091,343.78,0.473,277
0.01001,4.966,19610,1247,346.31,0.443,294
0.01001,4.966,19610,1299,344.32,0.45,317
0.01001,4.966,19610,1472,345.78,0.421,340
0.01001,4.966,19610,1547,345.78,0.425,358
0.01001,4.966,19610,1889,347.21,0.434,433
0.01001,4.966,19610,2104,347.21,0.429,480
0.01001,4.966,19610,2471,347.73,0.41,541
0.01001,4.966,19610,2905,346.31,0.421,661
0.01001,4.966,19610,3068,345.78,0.449,728
0.01001,4.966,19610,3491,346.7,0.439,804
0.01001,4.966,19610,3950,348.73,0.425,867
0.01001,4.966,19610,4381,346.7,0.415,975
0.0151,4.019,4992,1150,244.88,0.598,1154
0.0151,4.018,4992,1130,245.89,0.603,1141
0.0151,4.018,4992,1070,228.93,0.608,1173
0.0151,4.017,4992,1100,214.11,0.574,1207
0.0151,4.017,4992,1070,212.52,0.59,1221
0.0151,4.019,5011,1180,187.37,0.54,1379
0.0151,4.018,5011,1190,187.02,0.532,1381
0.0151,4.019,4992,1190,185.52,0.52,1347
0.0151,4.016,4992,1190,185.89,0.532,1352
0.0151,4.019,4992,1130,245.24,0.593,1122
0.0151,4.016,4992,1130,245.58,0.579,1098
0.0151,4.018,4992,1100,245.87,0.592,1084
0.0151,4.018,4992,1520,246.2,0.5,1265
0.0151,4.019,4992,1510,246.55,0.486,1251
0.0151,4.018,4992,1510,222.22,0.457,1339
0.0151,4.018,5001,1540,211.65,0.462,1451
0.0151,4.017,5001,1520,189.72,0.445,1536
0.0151,4.019,5011,1510,191.37,0.456,1541
0.0151,4.017,4992,2240,246.18,0.377,1482
0.0151,4.016,4992,2210,246.14,0.381,1478
0.0151,4.018,4982,2210,236.33,0.37,1535
0.0151,4.019,4982,2240,237.05,0.371,1552
0.0151,4.017,4992,2280,205.23,0.337,1772
0.0151,4.017,4992,2360,182.36,0.311,1963
0.0151,4.017,5001,2270,247.67,0.371,1464
0.0151,4.018,5001,2280,247.67,0.371,1468
0.0151,4.018,5001,2260,246.95,0.37,1459
0.0151,4.017,4992,2280,246.15,0.369,1474
0.0151,4.018,4992,2280,246.2,0.369,1478
0.0151,4.017,4992,2240,233.01,0.365,1566
0.0151,4.017,4992,2240,233.71,0.364,1557
0.0151,4.018,5001,2240,229.65,0.366,1604
0.0151,4.008,5001,2240,230.34,0.361,1584
0.0151,4.018,4992,2220,215.26,0.348,1664
0.0151,4.018,4992,2220,214.54,0.35,1678
0.0151,4.019,5041,2270,211.4,0.343,1722
0.0151,4.018,4992,2290,183.45,0.316,1906
0.0151,4.017,4992,2290,182.71,0.312,1899
0.0151,4.017,4992,2250,183.42,0.319,1883
0.0151,4.016,4992,2210,261.17,0.379,1310
0.0151,4.017,4992,2210,261.16,0.382,1312
0.0151,4.019,4992,3020,250.85,0.315,1647
0.0151,4.018,4992,3020,251.6,0.32,1663
0.0151,4.018,4992,3050,230.57,0.299,1864
0.0151,4.017,5050,3120,211.81,0.265,2005
0.0151,4.018,4992,3080,183.08,0.234,2158
0.0151,4.016,4992,3830,248.94,0.271,1848
0.0151,4.017,4992,3890,230.13,0.242,2028
0.0151,4.018,4992,3870,231.93,0.246,2009
0.0151,4.017,4992,3850,214.23,0.217,2124
0.0151,4.018,4992,3860,213.5,0.217,2136
0.0151,4.018,5001,3900,183.41,0.15,2259
0.0151,4.018,4992,3900,182.74,0.149,2259
0.0151,4.017,4992,3940,182.07,0.145,2257
0.0151,4.017,4992,3890,181.33,0.147,2257
0.0151,4.019,6463,1100,249.67,0.512,974
0.0151,4.017,6463,1090,251.25,0.509,951
0.0151,4.015,6463,1100,266.78,0.531,914
0.0151,4.016,6463,1100,266.8,0.534,919
0.0151,4.018,6463,1100,229.9,0.495,1043
0.0151,4.019,6463,1490,250.81,0.401,1068
0.0151,4.017,6463,1480,251.11,0.402,1061
0.0151,4.021,6443,1510,268.89,0.427,1015
0.0151,4.019,6433,1490,269.39,0.436,1017
0.0151,4.016,6463,1490,238.59,0.399,1149
0.0151,4.016,6463,1490,237.31,0.401,1162
0.0151,4.018,6541,2090,270.61,0.339,1131
0.0151,4.018,6531,2270,249.12,0.294,1301
0.0151,4.019,6463,2190,251.49,0.322,1315
0.0151,4.018,6453,2190,239.76,0.309,1393
0.0151,4.017,6443,2190,239.66,0.309,1396
0.0151,4.014,6472,2990,266.88,0.269,1359
0.0151,4.016,6472,2990,267.48,0.271,1360
0.0151,4.013,6482,3740,265.77,0.224,1482
0.0151,3.964,6443,1110,221.3,0.498,1113
0.0151,3.963,6443,2220,237.02,0.298,1424
0.0151,3.962,6443,2200,217.1,0.263,1495
0.0151,3.962,6443,2230,216.75,0.258,1502
0.0151,3.961,6453,3030,235.33,0.213,1590
0.0151,3.962,6463,3040,218.92,0.163,1596
0.0151,3.962,6492,3040,218.99,0.166,1600
0.0151,3.963,6423,3040,275.72,0.287,1351
0.0151,3.962,6433,3830,254.22,0.194,1574
0.0151,3.179,4982,1090,247.77,0.583,1327
0.0151,3.178,5001,1140,247.72,0.559,1345
0.0151,3.178,5011,1190,216.87,0.536,1547
0.0151,3.178,4992,1110,216.9,0.564,1511
0.0151,3.178,4992,1120,183.28,0.513,1616
0.0151,3.178,5001,1120,180.83,0.507,1616
0.0151,3.164,4982,1090,262.09,0.593,1262
0.0151,3.164,4982,1090,262.09,0.596,1268
0.0151,3.178,4992,1510,231.36,0.454,1609
0.0151,3.178,4992,1530,215.79,0.444,1728
0.0151,3.177,4992,1520,215.78,0.446,1721
0.0151,3.179,5011,1550,183.18,0.409,1918
0.0151,3.178,5001,2260,247.91,0.354,1747
0.0151,3.179,4992,2260,246.77,0.35,1750
0.0151,3.178,4992,2220,231.2,0.345,1895
0.0151,3.178,4992,2240,184.39,0.284,2205
0.0151,3.177,5011,3060,230.28,0.26,2118
0.0151,3.178,5001,3040,230.83,0.263,2120
0.0151,3.178,4992,3060,209.82,0.227,2259
0.0151,3.178,4992,3070,209.85,0.225,2259
0.0151,3.178,4992,3080,184.64,0.178,2387
0.0151,3.177,4992,3030,250.13,0.287,1922
0.0151,3.177,4982,3030,248.32,0.287,1958
0.0151,3.163,5021,3040,265.19,0.309,1824
0.0151,3.164,5021,3040,265.19,0.307,1812
0.0151,3.178,4992,3850,230.47,0.207,2265
0.0151,3.178,4992,3860,213.41,0.164,2309
0.0151,3.178,5011,3890,185.76,0.104,2446
0.0151,3.178,4972,3800,249.45,0.242,2095
0.0151,3.178,4972,3830,249.11,0.24,2099
0.0151,3.177,6463,1100,267.69,0.502,1092
0.0151,3.177,6472,1100,267.49,0.494,1077
0.0151,3.18,6502,1110,255.18,0.47,1123
0.0151,3.179,6512,1110,250.91,0.463,1140
0.0151,3.178,6453,1100,235.65,0.461,1216
0.0151,3.179,6453,1110,234.01,0.45,1211
0.0151,3.164,6463,1120,220.89,0.45,1311
0.0151,3.163,6453,1120,220.75,0.448,1307
0.0151,3.178,6472,1530,270.1,0.387,1182
0.0151,3.177,6482,1530,250.07,0.37,1313
0.0151,3.177,6472,1530,249.64,0.37,1313
0.0151,3.179,6482,1510,231.65,0.352,1402
0.0151,3.179,6463,1530,233.05,0.364,1447
0.0151,3.178,6463,1510,221.64,0.345,1470
0.0151,3.179,6453,2220,270.35,0.313,1411
0.0151,3.178,6512,2240,252.93,0.28,1513
0.0151,3.176,6463,2230,236.25,0.253,1612
0.0151,3.178,6463,2230,233.27,0.245,1619
0.0151,3.163,6463,2220,223.98,0.241,1714
0.0151,3.179,6453,3020,270.17,0.241,1524
0.0151,3.178,6453,3030,270.19,0.241,1527
0.0151,3.178,6463,3040,252.94,0.201,1619
0.0151,3.179,6463,3060,252.61,0.199,1624
0.0151,3.179,6472,3000,238.31,0.168,1661
0.0151,3.179,6482,3000,238.45,0.168,1661
0.0151,3.164,6463,3010,221.15,0.141,1824
0.0151,3.164,6404,2960,224.03,0.163,1856
0.0151,3.179,6463,3860,266.56,0.173,1553
0.0151,3.178,6463,3830,250.2,0.137,1657
0.0151,3.164,6443,3800,236,0.126,1856
0.0151,3.164,6433,3810,237.54,0.124,1832
0.0151,3.164,6443,3840,222.35,0.096,1989
0.0151,3.164,6453,3820,221.14,0.092,1972
0.0151,2.366,5001,1110,249.07,0.546,1716
0.0151,2.365,5001,1110,249.41,0.539,1691
0.0151,2.366,4992,1110,234.56,0.519,1760
0.0151,2.365,4972,1100,216.54,0.508,1859
0.0151,2.365,4972,1100,212.93,0.497,1859
0.0151,2.366,5001,2220,248.81,0.31,2069
0.0151,2.365,5001,2220,248.81,0.308,2064
0.0151,2.366,5021,2230,232.12,0.275,2176
0.0151,2.292,5001,2220,214.03,0.243,2301
0.0151,2.366,5041,2230,211.04,0.238,2280
0.0151,2.365,5001,2240,191.98,0.191,2342
0.0151,2.365,5001,2240,191.98,0.191,2342
0.0151,2.365,4962,3850,250.67,0.185,2281
0.0151,2.365,4962,3850,252.06,0.184,2276
0.0151,2.365,5011,3870,229.14,0.121,2342
0.0151,2.365,5031,3860,225.93,0.121,2342
0.0151,2.365,4992,3860,210.79,0.083,2450
0.0151,2.366,5090,3990,186.22,0.038,2790
0.0151,2.366,6482,1090,250.81,0.437,1420
0.0151,2.365,6482,1100,234.68,0.413,1508
0.0151,2.365,6482,1100,234.68,0.411,1502
0.0151,2.366,6502,1120,216.36,0.383,1616
0.0151,2.366,6443,2240,265.12,0.245,1626
0.0151,2.365,6414,2140,252.25,0.234,1704
0.0151,2.366,6463,2210,252.55,0.221,1700
0.0151,2.366,6472,2230,234.58,0.195,1848
0.0151,2.366,6482,2220,235.05,0.196,1846
0.0151,2.365,6492,2190,219.22,0.17,1957
0.0151,2.365,6482,2220,219.09,0.167,1969
0.0151,2.235,6512,2270,234.81,0.182,1927
0.0151,2.235,6512,2270,234.81,0.182,1927
0.0151,2.366,6414,3810,237.77,0.085,2051
0.0151,2.366,6463,3840,218.44,0.059,2389
0.0151,2.356,6463,3840,218.45,0.059,2399
0.0152,2.425,5011,1150,109.51,0.379,2348
0.0152,2.425,5011,1310,139.7,0.337,2277
0.0152,2.425,5011,1200,170.47,0.424,2112
0.0152,2.366,4992,2160,195.45,0.247,2494
0.0152,2.366,5001,2280,173.56,0.185,2617
0.0152,2.367,4992,2210,175.3,0.198,2590
0.0152,2.367,4992,2360,153.64,0.129,2679
0.0152,2.366,5001,2260,135.38,0.118,2770
0.0152,2.424,4992,2410,107.24,0.049,2912
0.0152,2.366,6512,1110,264.1,0.484,1469
0.0152,2.366,6472,1090,235.34,0.463,1624
0.0152,2.366,6443,2200,263.63,0.27,1755
0.0152,2.366,6463,2170,263.53,0.274,1758
0.0152,2.366,6463,2230,250.7,0.241,1847
0.0152,2.366,6463,2230,250.69,0.245,1856
0.0152,2.367,6463,2200,235.51,0.223,1980
0.0152,2.366,6482,2200,217.8,0.184,2063
0.0152,2.367,6463,3720,265.03,0.15,1817
0.0152,2.366,6453,3800,250.83,0.118,1971
0.0152,2.367,6482,3750,235.33,0.09,2152
0.0128,1.93,6895,1939,226.38,0.271,2243
0.0128,1.93,6895,1953,204.19,0.238,2426
0.0128,1.93,6895,2712,203.52,0.094,2401
0.0128,1.93,8274,2780,279.52,0.194,1719
0.0128,1.93,8274,2726,262,0.167,1915
0.0128,1.93,8274,2671,250.54,0.154,2044
0.0128,1.93,8274,2698,227.2,0.105,2243
0.0128,1.93,8274,2631,192.18,0.066,2634
0.0128,1.93,6895,3824,273.79,0.177,2066
0.0128,1.93,6895,2658,249.9,0.209,2174
0.0128,1.93,6895,1329,202.85,0.391,2174
0.0128,1.93,6895,1478,77.55,0.176,2937
0.0128,1.93,10343,1370,280.56,0.334,1404
0.0128,1.93,10343,2644,285.89,0.151,1546
0.0128,1.93,10343,2766,259.91,0.098,1909
0.0128,1.93,10343,1424,260.72,0.288,1555
0.0128,1.93,10343,1207,236.03,0.343,1697
0.0128,1.93,10343,2739,234.74,0.068,2259
0.0128,1.93,10343,2726,214.46,0.045,2533
0.0128,1.93,10343,1356,214.68,0.251,1858
0.0128,1.93,10343,2726,191.61,0.009,2782
0.0128,1.93,10343,3783,261.34,0.056,2227
0.0128,1.93,10343,3688,237.74,0.031,2662
0.0129,1.93,10343,3715,216.67,0.002,3044
0.0128,1.93,10343,1953,187.97,0.088,2379
0.0128,1.93,10343,5316,285.33,0.07,2208
0.0128,1.93,10343,5438,260.72,0.034,2968
0.0128,1.93,10343,5438,239.02,0.002,3533
0.0128,1.93,10343,1966,222.6,0.117,2009
0.0128,1.93,10343,1980,251.04,0.16,1773
0.0128,1.93,5171,1912,253.18,0.391,2221
0.0128,1.93,5171,2658,252.78,0.294,2401
0.0128,1.93,5171,1329,227.12,0.494,2186
0.0128,1.93,5171,1356,204.13,0.466,2363
0.0128,1.93,5171,1898,181.84,0.297,2754
0.0128,1.93,5171,1885,152.37,0.25,2896
0.0128,1.93,5171,3797,250.72,0.211,2640
0.0128,1.93,5171,5492,248.87,0.133,2741
0.0128,1.93,5171,5424,223.02,0.067,2845
0.0128,1.93,5171,3770,224.1,0.152,2811
0.0128,1.93,5171,2604,204.57,0.219,2795
0.0128,1.93,5171,2617,177.51,0.172,2997
0.0128,1.93,5171,3892,155.62,0.028,3562
0.0128,1.93,5171,2617,147.47,0.127,3243
0.0128,1.93,5171,5587,192.26,0.014,3413
0.0128,1.93,5171,5302,168.57,0.007,4060
0.0128,1.93,6895,1790,46.87,0.068,3451
0.00622,0.91,6895,2020,207.97,0.255,2606
0.00622,0.91,6895,1668,179.35,0.388,3082
0.00622,0.91,6895,1722,178.21,0.381,3164
0.00622,0.91,6895,1858,189.81,0.351,3110
0.00622,0.91,6895,1844,156.3,0.307,3338
0.00622,0.91,6895,2075,110.21,0.205,3902
0.00622,0.91,6895,2658,214.38,0.256,3300
0.00622,0.91,6895,2712,137.61,0.162,4265
0.00622,0.91,6895,2753,119.22,0.132,4480
0.00622,0.91,6895,3851,221.17,0.167,3697
0.00622,0.91,6895,3783,199.5,0.139,3991
0.00622,0.91,6895,3770,186.19,0.127,4243
0.00622,0.91,6895,5180,264.74,0.166,3129
0.00622,0.91,6895,5261,240.28,0.127,3713
0.00622,0.91,6895,5410,199.72,0.063,4644
0.00622,0.91,6895,7499,244.06,0.07,3962
0.00622,0.91,6895,7417,222.48,0.045,4726
0.00622,0.91,6895,7485,199.72,0.027,5729
0.00622,0.91,10343,2753,234.95,0.16,2883
0.00622,0.91,6895,5329,184.6,0.046,4946
0.00622,0.91,10343,2726,240.51,0.176,2833
0.00622,0.91,10343,2658,216.45,0.155,3139
0.00622,0.91,10343,2726,196.13,0.117,3413
0.00622,0.91,10343,2807,173.55,0.098,3868
0.00622,0.91,10343,3810,214.24,0.064,3798
0.00622,0.91,10343,3715,205.34,0.067,3981
0.00622,0.91,10343,3688,185.01,0.057,4435
0.00622,0.91,10343,5302,228.48,0.054,4584
0.00622,0.91,10343,5356,210.47,0.024,5019
0.00622,0.91,10343,5234,189.79,0.008,5543
0.00622,0.91,10343,7566,263.57,0.055,4407
0.00622,0.91,10343,7661,246.43,0.032,5151
0.00622,0.91,10343,2698,149.87,0.053,3918
0.00622,0.91,10343,2712,119.48,0.021,4344
0.00622,0.91,10343,2590,85.88,0.004,4672
0.00622,0.91,10343,5397,184.78,0.011,5950
0.00622,0.91,10343,5383,281.14,0.109,2965
0.00622,0.91,10343,7417,284.38,0.085,3476
0.00622,0.91,10343,7580,271.97,0.064,4019
0.0128,0.91,6895,963,248.44,0.411,2713
0.0128,0.91,6895,990,205.97,0.331,3054
0.0128,0.91,6895,936,182.09,0.303,3095
0.0128,0.91,6895,1397,227.03,0.209,2937
0.0128,0.91,6895,1370,209.52,0.18,3054
0.0128,0.91,6895,1370,193.65,0.152,3192
0.0128,0.91,6895,1356,178.67,0.139,3379
0.0128,0.91,6895,1966,248.65,0.146,2776
0.0128,0.91,6895,1953,230.26,0.109,2975
0.0128,0.91,6895,1885,179.35,0.032,3612
0.0128,0.91,6895,2766,246.57,0.067,2852
0.0128,0.91,6895,2739,228.97,0.04,3224
0.0128,0.91,6895,2739,205.3,0.004,3741
0.0128,0.91,6895,3756,241.75,0.027,3379
0.0128,0.91,6895,5383,250.1,0.014,3713
0.0128,0.91,10343,1397,279.6,0.178,2057
0.0128,0.91,10343,1383,200.64,0.029,2912
0.0128,0.91,10343,1356,183.41,0.006,3073
0.0128,0.91,10343,1912,276.69,0.098,2221
0.0128,0.91,10343,1939,259.5,0.059,2492
0.0128,0.91,10343,1953,234.95,0.004,2827
0.0128,0.91,10343,2848,278.63,0.049,2577
0.0112,3.66,10446,6495,265.67,0.115,2050
0.0112,3.66,10446,6509,198.24,0.028,3060
0.0112,3.66,10446,6522,171.55,0.01,3533
0.0112,3.66,10446,6536,259.17,0.093,2082
0.0112,3.66,10446,6794,306.13,0.294,2227
0.0112,3.66,10446,6753,257.12,0.089,2177
0.0112,3.66,10446,6766,198.69,0.026,3155
0.0112,3.66,6998,6766,201.13,0.049,2492
0.0112,3.1,10446,6577,280.06,0.127,2114
0.0112,3.05,10446,6794,306.47,0.238,2208
0.0112,2.71,10446,6766,302.86,0.185,2145
0.0112,2.42,10446,6631,307.32,0.178,2082
0.0104,1.75,13790,949,328.14,0.39,672
0.0104,1.75,13790,1763,318.92,0.223,931
0.0104,1.75,13790,1763,310.45,0.196,987
0.0105,1.8,13790,1763,317.95,0.21,886
0.0105,1.8,13790,1356,301.5,0.245,946
0.0105,1.8,13790,1356,309.42,0.257,883
0.0105,1.8,13790,949,289.87,0.335,883
0.0105,1.8,13790,949,301.86,0.353,820
0.0105,1.8,13790,949,310.96,0.361,760
0.0105,1.8,13790,678,320.67,0.498,631
0.0105,1.8,13790,678,304.53,0.468,694
0.0105,1.8,13790,678,232.18,0.371,946
0.0105,1.8,13790,678,246.98,0.375,883
0.0105,1.78,13790,1763,322.55,0.205,817
0.0105,1.78,13790,1763,308.39,0.178,965
0.0105,1.78,13790,949,299.87,0.327,814
0.0105,1.75,13790,1763,324.71,0.212,811
0.0105,1.8,13790,1356,315.49,0.255,814
0.0105,1.8,13790,949,270.93,0.281,943
0.0106,0.76,6895,1492,188.91,0.162,3628
0.0106,0.76,6888,1451,184.29,0.174,3722
0.0106,0.76,6888,1451,161.32,0.141,3975
0.0106,0.76,8274,1451,187.88,0.126,3565
0.0106,0.76,8260,1451,155.98,0.082,3943
0.0106,0.76,6895,1478,129.14,0.093,4385
0.0106,0.76,6888,1451,86.07,0.05,4890
0.0106,0.76,8253,1464,140.01,0.06,4164
0.0106,0.76,6895,1437,133.61,0.105,4259
0.0106,0.76,6861,1464,142.13,0.115,4227
0.00998,1,4070,228,105.55,0.937,1275
0.00998,1,4070,225,104.6,0.949,1275
0.00998,1,4021,499,137.77,0.826,2389
0.00998,1,4119,1966,141.5,0.215,4240
0.00998,1,4315,2276,131.54,0.125,4344
0.00998,1,5001,270,113.02,0.906,1455
0.00998,1,5001,417,124.37,0.775,1975
0.00998,1,5001,409,126.26,0.793,1961
0.00998,1,5001,518,152.73,0.828,2409
0.00998,1,5001,697,133.32,0.667,2928
0.00998,1,5001,1330,98.06,0.262,3878
0.00998,1,5100,2201,124.63,0.091,4297
0.00998,1,5982,409,125.44,0.788,1961
0.00998,1,6031,557,159.08,0.757,2404
0.00998,1,5982,965,98.89,0.388,3380
0.00998,1,5982,1457,96.98,0.163,3848
0.00998,1,6178,2013,120.43,0.095,4331
0.00998,1,6963,235,112.7,0.924,1280
0.00998,1,6963,279,116.25,0.834,1412
0.00998,1,6963,422,124.3,0.751,1970
0.00998,1,6963,422,127.13,0.752,1959
0.00998,1,6963,414,118.86,0.748,1953
0.00998,1,6963,421,127.84,0.756,1956
0.00998,1,7061,424,149.42,0.806,1956
0.00998,1,6963,468,187.89,0.803,1956
0.00998,1,6963,493,205.19,0.796,1956
0.00998,1,6963,529,221.06,0.777,1965
0.00998,1,6963,529,104.15,0.625,2333
0.00998,1,6963,550,128.54,0.653,2340
0.00998,1,6963,589,155.95,0.659,2350
0.00998,1,6963,638,176.03,0.636,2350
0.00998,1,6963,702,195.12,0.601,2345
0.00998,1,6963,734,207.19,0.6,2350
0.00998,1,6963,603,150.13,0.642,2404
0.00998,1,6963,733,93.19,0.481,2915
0.00998,1,6963,752,109.37,0.506,2936
0.00998,1,7061,795,131.84,0.5,2903
0.00998,1,6963,1070,186.75,0.398,2857
0.00998,1,6963,1315,199.38,0.304,2862
0.00998,1,6963,1428,205.64,0.277,2862
0.00998,1,6963,1864,220.84,0.202,2891
0.00998,1,6963,812,128.07,0.47,2899
0.00998,1,6963,805,126.66,0.473,2899
0.00998,1,6963,1521,97.24,0.106,3844
0.00998,1,7110,1953,122.98,0.083,4273
0.00998,1,7944,690,146.68,0.487,2404
0.00998,1,7944,1138,96.32,0.179,3304
0.00998,1,7944,1534,96.32,0.071,3856
0.00998,1,8826,322,112.9,0.655,1436
0.00998,1,8924,515,123.66,0.496,1957
0.00998,1.5,4021,281,83.3,0.874,1044
0.00998,1.5,4021,442,94.98,0.811,1527
0.00998,1.5,4021,442,94.5,0.809,1526
0.00998,1.5,4021,678,91.65,0.685,2112
0.00998,1.5,4021,667,103.54,0.683,2021
0.00998,1.5,4021,905,105.91,0.592,2492
0.00998,1.5,4021,1125,98.55,0.507,2882
0.00998,1.5,4021,1197,94.27,0.475,2992
